id,title,author,publisher,quantity,created_at,category_id
8842,Mutter Courage und ihre Kinder,"Bertolt Brecht, David Hare",Personal,25,2024-06-05 21:04:05,12
8843,Up From the Grave ,Jeaniene Frost,Personal,76,2024-06-05 21:04:05,6
8844,"Sun and Moon, Ice and Snow",Jessica Day George,Personal,30,2024-06-05 21:04:05,4
8845,The Blood Mirror,Brent Weeks,Personal,76,2024-06-05 21:04:05,12
8846,Galveston,Nic Pizzolatto,Personal,56,2024-06-05 21:04:05,11
8847,UNKNOWN_8912,"Mac Barnett, Jon Klassen",Personal,75,2024-06-05 21:04:05,3
8848,We the Animals,Justin Torres,Personal,16,2024-06-05 21:04:05,11
8849,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,Personal,77,2024-06-05 21:04:05,8
8850,The Faerie Queene,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",Personal,36,2024-06-05 21:04:05,9
8851,Her Daughter's Dream,Francine Rivers,Personal,36,2024-06-05 21:04:05,2
8852,UNKNOWN_8917,Kristen Ashley,Personal,43,2024-06-05 21:04:05,7
8853,Tampa,Alissa Nutting,Personal,32,2024-06-05 21:04:05,4
8854,The Fuck-Up,Arthur Nersesian,Personal,17,2024-06-05 21:04:05,9
8855,MEG: A Novel of Deep Terror,Steve Alten,Personal,12,2024-06-05 21:04:05,10
8856,Seeing Redd,Frank Beddor,Personal,77,2024-06-05 21:04:05,1
8857,Appointment in Samarra,John O'Hara,Personal,49,2024-06-05 21:04:05,10
8858,Each Peach Pear Plum,"Janet Ahlberg, Allan Ahlberg",Personal,40,2024-06-05 21:04:05,6
8859,UNKNOWN_8924,"Gene Kim, Kevin Behr, George Spafford",Personal,54,2024-06-05 21:04:05,6
8860,UNKNOWN_8925,Brandon Stanton,Personal,15,2024-06-05 21:04:05,6
8861,The Post-American World 2.0,Fareed Zakaria,Personal,71,2024-06-05 21:04:05,6
8862,Them: Adventures with Extremists,Jon Ronson,Personal,65,2024-06-05 21:04:05,3
8863,The Ladies of Grace Adieu and Other Stories,"Susanna Clarke, Charles Vess",Personal,72,2024-06-05 21:04:05,12
8864,UNKNOWN_8931,Dinah Bucholz,Personal,45,2024-06-05 21:04:05,10
8865,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",Bill Browder,Personal,39,2024-06-05 21:04:05,3
8866,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,David Bach,Personal,43,2024-06-05 21:04:05,9
8867,Forgotten,Cat Patrick,Personal,29,2024-06-05 21:04:05,9
8868,Ghettoside: A True Story of Murder in America,Jill Leovy,Personal,72,2024-06-05 21:04:05,11
8869,Lady Cottington's Pressed Fairy Book,"Terry Jones, Brian Froud",Personal,56,2024-06-05 21:04:05,7
8870,That Night,Chevy Stevens,Personal,25,2024-06-05 21:04:05,5
8871,Salmon Fishing in the Yemen,Paul Torday,Personal,14,2024-06-05 21:04:05,10
8872,The Rest Is Noise: Listening to the Twentieth Century,Alex  Ross,Personal,44,2024-06-05 21:04:05,6
8874,Something Like Normal,Trish Doller,Personal,18,2024-06-05 21:04:05,5
8875,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",Glenn Greenwald,Personal,68,2024-06-05 21:04:05,11
8876,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,Personal,39,2024-06-05 21:04:05,7
8877,The Next Accident,Lisa Gardner,Personal,10,2024-06-05 21:04:05,10
8878,دیوان‎‎ [Dīvān],Hafez,Personal,31,2024-06-05 21:04:05,3
8879,Once a Runner,John L. Parker Jr.,Personal,24,2024-06-05 21:04:05,10
8880,Zita the Spacegirl,Ben Hatke,Personal,30,2024-06-05 21:04:05,1
8881,Paradiso,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds",Personal,61,2024-06-05 21:04:05,7
8882,Restless,William  Boyd,Personal,25,2024-06-05 21:04:05,12
8883,"The Ear, the Eye, and the Arm",Nancy Farmer,Personal,21,2024-06-05 21:04:05,5
8884,Pulled,"Amy Lichtenhan, A.L. Jackson",Personal,18,2024-06-05 21:04:05,4
8885,Stay Out of the Basement,R.L. Stine,Personal,80,2024-06-05 21:04:05,6
8886,UNKNOWN_8953,Kathryn Croft,Personal,57,2024-06-05 21:04:05,1
8887,Willing Captive,Belle Aurora,Personal,46,2024-06-05 21:04:05,3
8888,One Day at Horrorland,R.L. Stine,Personal,48,2024-06-05 21:04:05,6
8889,The Sweet Life in Paris: A Recipe for Living in the World's Most Delicious City,David Lebovitz,Personal,39,2024-06-05 21:04:05,2
8890,Talon,Julie Kagawa,Personal,27,2024-06-05 21:04:05,8
8891,Radiance,Grace Draven,Personal,70,2024-06-05 21:04:05,7
8892,The Red House,Mark Haddon,Personal,44,2024-06-05 21:04:05,7
8893,Footfall,"Larry Niven, Jerry Pournelle",Personal,36,2024-06-05 21:04:05,4
8894,Twelfth Grade Kills,Heather Brewer,Personal,11,2024-06-05 21:04:05,10
8895,Ice Station Zebra,Alistair MacLean,Personal,32,2024-06-05 21:04:05,4
8896,A. Lincoln: A Biography,Ronald C. White Jr.,Personal,74,2024-06-05 21:04:05,9
8897,"Four Great Tragedies: Hamlet, Othello, King Lear, Macbeth (Signet Classics)","William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",Personal,12,2024-06-05 21:04:05,12
8898,Ain't She Sweet?,Susan Elizabeth Phillips,Personal,77,2024-06-05 21:04:05,1
8899,UNKNOWN_8966,Jodi Ellen Malpas,Personal,50,2024-06-05 21:04:05,6
8900,Bruiser,Neal Shusterman,Personal,20,2024-06-05 21:04:05,2
8902,Falling Free,Lois McMaster Bujold,Personal,50,2024-06-05 21:04:05,11
8903,UNKNOWN_8970,Gayle Forman,Personal,29,2024-06-05 21:04:05,5
8904,The Cold Moon,Jeffery Deaver,Personal,23,2024-06-05 21:04:05,8
8905,The Moor's Last Sigh,Salman Rushdie,Personal,40,2024-06-05 21:04:05,10
8906,Girl with Curious Hair,David Foster Wallace,Personal,18,2024-06-05 21:04:05,8
8907,The Shawshank Redemption,Stephen King,Personal,44,2024-06-05 21:04:05,10
8908,UNKNOWN_8976,A.J. Jacobs,Personal,46,2024-06-05 21:04:05,7
8909,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,Bill Watterson,Personal,30,2024-06-05 21:04:05,5
8910,The Case-Book of Sherlock Holmes,Arthur Conan Doyle,Personal,52,2024-06-05 21:04:05,10
8911,Ghostgirl,Tonya Hurley,Personal,39,2024-06-05 21:04:05,1
8912,I've Got You Under My Skin,"Mary Higgins Clark, Alafair Burke",Personal,78,2024-06-05 21:04:05,1
8913,"Fables, Volume 10: The Good Prince","Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",Personal,19,2024-06-05 21:04:05,7
8914,The Secret Between Us,Barbara Delinsky,Personal,70,2024-06-05 21:04:05,7
8915,Red Phoenix,"Larry Bond, Patrick Larkin",Personal,32,2024-06-05 21:04:05,7
8916,Never Look Away,Linwood Barclay,Personal,70,2024-06-05 21:04:05,1
8917,Your Heart Belongs to Me,Dean Koontz,Personal,10,2024-06-05 21:04:05,9
8918,Shadow Fires,"Leigh Nichols, Dean Koontz",Personal,15,2024-06-05 21:04:05,12
8919,"Victory of Eagles (Temeraire, #5)",Naomi Novik,Personal,73,2024-06-05 21:04:05,10
8920,"Knife Edge (Noughts and Crosses, #2)",Malorie Blackman,Personal,73,2024-06-05 21:04:05,5
8921,The Blood Gospel: The Order of the Sanguines Series,"James Rollins, Rebecca Cantrell",Personal,70,2024-06-05 21:04:05,5
8922,UNKNOWN_8990,Tijan,Personal,60,2024-06-05 21:04:05,11
8923,I Am Not Myself These Days,Josh Kilmer-Purcell,Personal,47,2024-06-05 21:04:05,11
8924,UNKNOWN_8992,Lauren Barnholdt,Personal,22,2024-06-05 21:04:05,12
8925,Bones Are Forever,Kathy Reichs,Personal,53,2024-06-05 21:04:05,3
8926,Deerskin,Robin McKinley,Personal,33,2024-06-05 21:04:05,9
8927,Dispatches,Michael Herr,Personal,75,2024-06-05 21:04:05,2
8928,Handen,"Henning Mankell, Laurie Thompson",Personal,52,2024-06-05 21:04:05,1
8929,Sleepers,Lorenzo Carcaterra,Personal,15,2024-06-05 21:04:05,4
8930,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",Personal,53,2024-06-05 21:04:05,3
8931,Pretend You Don't See Her,Mary Higgins Clark,Personal,79,2024-06-05 21:04:05,12
8932,Going Rogue: An American Life,"Sarah Palin, Lynn Vincent, Dewey Whetsell",Personal,37,2024-06-05 21:04:05,6
8933,The Cake Mix Doctor,"Anne Byrn, Anthony Loew",Personal,55,2024-06-05 21:04:05,4
8934,The Monstrumologist,Rick Yancey,Personal,31,2024-06-05 21:04:05,2
8935,The Path to Power,Robert A. Caro,Personal,60,2024-06-05 21:04:05,10
8936,Depraved Heart,Patricia Cornwell,Personal,61,2024-06-05 21:04:05,2
8937,The Education of Little Tree,Forrest Carter,Personal,61,2024-06-05 21:04:06,11
8938,Intertwined,Gena Showalter,Personal,22,2024-06-05 21:04:06,5
8939,In Watermelon Sugar,Richard Brautigan,Personal,32,2024-06-05 21:04:06,4
8940,My Life with the Walter Boys,"Ali Novak, Fallzswimmer",Personal,23,2024-06-05 21:04:06,3
8941,Burning For Revenge,John Marsden,Personal,51,2024-06-05 21:04:06,6
8942,Love You to Death: The Unofficial Companion to The Vampire Diaries,Crissy Calhoun,Personal,47,2024-06-05 21:04:06,4
8943,UNKNOWN_9011,Liane Moriarty,Personal,38,2024-06-05 21:04:06,2
8944,Hourglass,Myra McEntire,Personal,75,2024-06-05 21:04:06,12
8945,Positioning: The Battle for Your Mind,"Al Ries, Jack Trout",Personal,31,2024-06-05 21:04:06,11
8946,UNKNOWN_9014,Nalini Singh,Personal,46,2024-06-05 21:04:06,4
8947,UNKNOWN_9015,Laurann Dohner,Personal,31,2024-06-05 21:04:06,4
8948,UNKNOWN_9016,David B.,Personal,64,2024-06-05 21:04:06,2
8949,August: Osage County,Tracy Letts,Personal,78,2024-06-05 21:04:06,12
8950,Mountain of Black Glass,Tad Williams,Personal,32,2024-06-05 21:04:06,11
8951,UNKNOWN_9019,Susan Elia MacNeal,Personal,66,2024-06-05 21:04:06,9
8952,Lost,"Gregory Maguire, Douglas Smith",Personal,27,2024-06-05 21:04:06,11
8953,The Prestige,Christopher Priest,Personal,45,2024-06-05 21:04:06,7
8954,Rhett Butler's People,Donald McCaig,Personal,48,2024-06-05 21:04:06,6
8955,Angels in America:  A Gay Fantasia on National Themes,Tony Kushner,Personal,64,2024-06-05 21:04:06,10
8956,Anil's Ghost,Michael Ondaatje,Personal,17,2024-06-05 21:04:06,8
8957,Winter Moon,Dean Koontz,Personal,77,2024-06-05 21:04:06,10
8958,The Will,Kristen Ashley,Personal,57,2024-06-05 21:04:06,5
8959,A Grimm Warning,"Chris Colfer, Brandon Dorman",Personal,52,2024-06-05 21:04:06,6
8960,UNKNOWN_9028,Scott  Meyer,Personal,46,2024-06-05 21:04:06,11
8961,The Billionaire Wins the Game,Melody Anne,Personal,25,2024-06-05 21:04:06,2
8962,Never Love a Highlander,Maya Banks,Personal,16,2024-06-05 21:04:06,7
8963,The Pragmatic Programmer: From Journeyman to Master,"Andrew Hunt, Dave Thomas",Personal,37,2024-06-05 21:04:06,6
8964,Supernova: Petir,Dee Lestari,Personal,44,2024-06-05 21:04:06,6
8965,Babylon's Ashes,James S.A. Corey,Personal,50,2024-06-05 21:04:06,11
8966,"Wrong Bed, Right Guy",Katee Robert,Personal,29,2024-06-05 21:04:06,5
8967,Drop City,"T.C. Boyle, Richard Poe",Personal,37,2024-06-05 21:04:06,11
8968,Y: The Last Man - The Deluxe Edition Book One,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",Personal,46,2024-06-05 21:04:06,7
8969,Candy Girl,Diablo Cody,Personal,27,2024-06-05 21:04:06,8
8970,حول العالم في 200 يوم,أنيس منصور,Personal,51,2024-06-05 21:04:06,7
8971,Alert,"James Patterson, Michael Ledwidge",Personal,18,2024-06-05 21:04:06,11
8972,UNKNOWN_9040,Madeline Sheehan,Personal,69,2024-06-05 21:04:06,8
8973,The Painter,Peter Heller,Personal,48,2024-06-05 21:04:06,8
8974,Close Encounters of the Third Kind,Steven Spielberg,Personal,54,2024-06-05 21:04:06,7
8975,The Vampire Chronicles,"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",Personal,63,2024-06-05 21:04:06,8
8976,UNKNOWN_9044,"Stan Berenstain, Jan Berenstain",Personal,12,2024-06-05 21:04:06,6
8977,Hot Ticket,Olivia Cunning,Personal,68,2024-06-05 21:04:06,1
8979,UNKNOWN_9047,J.K. Rowling,Personal,11,2024-06-05 21:04:06,10
8980,Zami: A New Spelling of My Name,Audre Lorde,Personal,49,2024-06-05 21:04:06,12
8981,UNKNOWN_9049,"Cassandra Clare, Hye-Kyung Baek",Personal,29,2024-06-05 21:04:06,2
8982,Hafalan Shalat Delisa,Tere Liye,Personal,35,2024-06-05 21:04:06,12
8983,Sixth Grave on the Edge,Darynda Jones,Personal,32,2024-06-05 21:04:06,5
8984,"The Royal Ranger (Ranger's Apprentice, #12)",John Flanagan,Personal,73,2024-06-05 21:04:06,11
8985,The Submission,Amy Waldman,Personal,64,2024-06-05 21:04:06,5
8986,The Lord of the Rings Sketchbook,"Alan Lee, Ian McKellen",Personal,27,2024-06-05 21:04:06,1
8987,Glimmerglass,Jenna Black,Personal,20,2024-06-05 21:04:06,9
8988,Don't Blink,"James Patterson, Howard Roughan",Personal,77,2024-06-05 21:04:06,12
8989,The Tin Roof Blowdown,James Lee Burke,Personal,18,2024-06-05 21:04:06,11
8990,The Death of Bunny Munro,Nick Cave,Personal,62,2024-06-05 21:04:06,11
8991,Flat Stanley,"Jeff Brown, Scott Nash, Macky Pamintuan",Personal,75,2024-06-05 21:04:06,3
8992,"Winter's Passage (Iron Fey, #1.5)",Julie Kagawa,Personal,51,2024-06-05 21:04:06,2
8993,Freight Train (Caldecott Collection),Donald Crews,Personal,60,2024-06-05 21:04:06,2
8994,Rosemary: The Hidden Kennedy Daughter,Kate Clifford Larson,Personal,45,2024-06-05 21:04:06,10
8995,Faith,Jennifer Haigh,Personal,80,2024-06-05 21:04:06,9
8996,Bite Me If You Can,Lynsay Sands,Personal,49,2024-06-05 21:04:06,2
8997,UNKNOWN_9066,Kristen Ashley,Personal,28,2024-06-05 21:04:06,11
8998,Moonlight Becomes You,Mary Higgins Clark,Personal,33,2024-06-05 21:04:06,5
8999,A Corner of the Universe,Ann M. Martin,Personal,52,2024-06-05 21:04:06,2
9000,The Ice Queen,Alice Hoffman,Personal,55,2024-06-05 21:04:06,2
9001,The Folk of Faraway Tree,Enid Blyton,Personal,76,2024-06-05 21:04:06,1
9002,City on Fire,Garth Risk Hallberg,Personal,30,2024-06-05 21:04:06,3
9003,The Flame and the Flower,Kathleen E. Woodiwiss,Personal,62,2024-06-05 21:04:06,12
9004,Exile's Return,Raymond E. Feist,Personal,13,2024-06-05 21:04:06,11
9005,Princess of Glass,Jessica Day George,Personal,36,2024-06-05 21:04:06,6
9006,Preach My Gospel (A Guide to Missionary Service),The Church of Jesus Christ of Latter-day Saints,Personal,61,2024-06-05 21:04:06,10
9007,The Last Dragonslayer,Jasper Fforde,Personal,33,2024-06-05 21:04:06,2
9008,Orientalism,Edward Said,Personal,32,2024-06-05 21:04:06,5
9009,"The Work and the Glory, Vol. 2: Like a Fire Burning",Gerald N. Lund,Personal,70,2024-06-05 21:04:06,4
9010,Friends and Lovers,Eric Jerome Dickey,Personal,22,2024-06-05 21:04:06,10
9011,Molly Moon's Incredible Book of Hypnotism,Georgia Byng,Personal,49,2024-06-05 21:04:06,9
9012,Contest,Matthew Reilly,Personal,63,2024-06-05 21:04:06,4
9013,31 Songs,Nick Hornby,Personal,52,2024-06-05 21:04:06,2
9014,The Greatest Generation,Tom Brokaw,Personal,23,2024-06-05 21:04:06,9
9015,The Minority Report,Philip K. Dick,Personal,17,2024-06-05 21:04:06,10
9016,Luck in the Shadows,Lynn Flewelling,Personal,70,2024-06-05 21:04:06,9
9017,The Lemonade War,Jacqueline Davies,Personal,42,2024-06-05 21:04:06,8
9018,"The Knight at Dawn (Magic Tree House, #2)","Mary Pope Osborne, Salvatore Murdocca",Personal,50,2024-06-05 21:04:06,1
9019,UNKNOWN_9088,H.M. Ward,Personal,30,2024-06-05 21:04:06,7
9020,Winter in Tokyo,Ilana Tan,Personal,76,2024-06-05 21:04:06,9
9021,UNKNOWN_9090,John Searles,Personal,77,2024-06-05 21:04:06,8
9022,デスノート #6 (Desu Nōto) Kōkan (交換),"Tsugumi Ohba, Takeshi Obata",Personal,58,2024-06-05 21:04:06,11
9023,The Lightning Thief: The Graphic Novel,"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",Personal,53,2024-06-05 21:04:06,8
9024,UNKNOWN_9093,"Clint Hill, Lisa McCubbin",Personal,18,2024-06-05 21:04:06,5
9025,Shoeless Joe,W.P. Kinsella,Personal,68,2024-06-05 21:04:06,8
9026,When Crickets Cry,Charles Martin,Personal,41,2024-06-05 21:04:06,12
9027,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,Personal,10,2024-06-05 21:04:06,2
9028,Aloha from Hell,Richard Kadrey,Personal,75,2024-06-05 21:04:06,7
9029,UNKNOWN_9098,Aurora Rose Reynolds,Personal,32,2024-06-05 21:04:06,2
9030,A Walk Across America,Peter Jenkins,Personal,29,2024-06-05 21:04:06,7
9031,Try Me,Olivia Cunning,Personal,57,2024-06-05 21:04:06,6
9032,All Souls: A Family Story from Southie,Michael Patrick MacDonald,Personal,48,2024-06-05 21:04:06,1
9033,Wizard at Large ,Terry Brooks,Personal,58,2024-06-05 21:04:06,3
9034,The Bad Seed ,"William March, Elaine Showalter",Personal,39,2024-06-05 21:04:06,11
9035,Connected,Kim Karr,Personal,56,2024-06-05 21:04:06,3
9036,Angel Fire,L.A. Weatherly,Personal,25,2024-06-05 21:04:06,1
9037,Growing up Amish,Ira Wagler,Personal,55,2024-06-05 21:04:06,9
9038,UNKNOWN_9107,Toni Aleo,Personal,65,2024-06-05 21:04:06,8
9039,Sweet Addiction,J.  Daniels,Personal,25,2024-06-05 21:04:06,3
9040,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,Steve Sheinkin,Personal,23,2024-06-05 21:04:06,5
9041,Maximum City: Bombay Lost and Found,Suketu Mehta,Personal,67,2024-06-05 21:04:06,12
9042,UNKNOWN_9111,Bob Grant,Personal,16,2024-06-05 21:04:06,9
9043,The Last Wife of Henry VIII,Carolly Erickson,Personal,80,2024-06-05 21:04:06,2
9044,The Complete Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,Personal,50,2024-06-05 21:04:06,1
9045,Gideon's Sword,"Douglas Preston, Lincoln Child",Personal,11,2024-06-05 21:04:06,12
9046,A Caribbean Mystery,Agatha Christie,Personal,68,2024-06-05 21:04:06,12
9047,UNKNOWN_9116,Danielle Steel,Personal,76,2024-06-05 21:04:06,5
9048,UNKNOWN_9117,"Brian Kilmeade, Don Yaeger",Personal,60,2024-06-05 21:04:06,11
9049,When Christ and His Saints Slept,Sharon Kay Penman,Personal,53,2024-06-05 21:04:06,12
9050,Pinocchio (A Little Golden Book),"Eugene Bradley Coco, Ron Dias",Personal,16,2024-06-05 21:04:06,4
9051,Great North Road,Peter F. Hamilton,Personal,24,2024-06-05 21:04:06,1
9052,UNKNOWN_9121,Christine Zolendz,Personal,43,2024-06-05 21:04:06,12
9053,UNKNOWN_9122,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",Personal,70,2024-06-05 21:04:06,12
9054,UNKNOWN_9123,"Stan Berenstain, Jan Berenstain",Personal,56,2024-06-05 21:04:06,12
9055,Curious George Takes a Job,H.A. Rey,Personal,25,2024-06-05 21:04:06,7
9056,Superman for All Seasons,"Jeph Loeb, Tim Sale, Bjarne Hansen",Personal,15,2024-06-05 21:04:06,4
9057,La casa de Bernarda Alba,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",Personal,53,2024-06-05 21:04:06,12
9058,Retribution,Sherrilyn Kenyon,Personal,72,2024-06-05 21:04:06,2
9059,Glue,Irvine Welsh,Personal,55,2024-06-05 21:04:06,12
9060,Unhinged,A.G. Howard,Personal,59,2024-06-05 21:04:06,4
9061,How to Fall in Love,Cecelia Ahern,Personal,75,2024-06-05 21:04:06,7
9063,UNKNOWN_9132,R.A. Salvatore,Personal,32,2024-06-05 21:04:06,2
9064,Streams in the Desert,"Lettie B. Cowman, James Reimann",Personal,47,2024-06-05 21:04:06,11
9065,UNKNOWN_9134,Jennifer Estep,Personal,47,2024-06-05 21:04:07,7
9066,The Shadowhunter's Codex,"Cassandra Clare, Joshua Lewis",Personal,64,2024-06-05 21:04:07,2
9067,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",Chris Heimerdinger,Personal,55,2024-06-05 21:04:07,7
9068,Blue Is for Nightmares,Laurie Faria Stolarz,Personal,27,2024-06-05 21:04:07,5
9069,Three Complete Novels: Carrie/Salem's Lot/The Shining,Stephen King,Personal,19,2024-06-05 21:04:07,6
9070,Personal Demon,Kelley Armstrong,Personal,53,2024-06-05 21:04:07,11
9071,"The Way of Kings, Part 1",Brandon Sanderson,Personal,70,2024-06-05 21:04:07,1
9072,The Christmas List,Richard Paul Evans,Personal,55,2024-06-05 21:04:07,2
9073,How to Make Love Like a Porn Star: A Cautionary Tale,"Jenna Jameson, Neil Strauss",Personal,41,2024-06-05 21:04:07,9
9074,The Tenth Justice,Brad Meltzer,Personal,14,2024-06-05 21:04:07,7
9075,UNKNOWN_9144,Anita Shreve,Personal,59,2024-06-05 21:04:07,7
9076,Dark Days,Derek Landy,Personal,59,2024-06-05 21:04:07,6
9077,"The Green Mile, Part 3: Coffey's Hands",Stephen King,Personal,55,2024-06-05 21:04:07,10
9078,Jacob,Jacquelyn Frank,Personal,80,2024-06-05 21:04:07,3
9079,UNKNOWN_9148,Katie MacAlister,Personal,21,2024-06-05 21:04:07,6
9081,Clifford's Halloween (Clifford),Norman Bridwell,Personal,71,2024-06-05 21:04:07,4
9082,Lyra's Oxford,"Philip Pullman, John Lawrence",Personal,78,2024-06-05 21:04:07,2
9083,"If I Die (Soul Screamers, #5)",Rachel Vincent,Personal,78,2024-06-05 21:04:07,11
9084,Private Berlin,"James Patterson, Mark T. Sullivan",Personal,30,2024-06-05 21:04:07,11
9085,The Other Daughter,Lisa Gardner,Personal,24,2024-06-05 21:04:07,10
9086,Amazing Grace,"Mary Hoffman, Caroline Binch",Personal,72,2024-06-05 21:04:07,12
9087,The Redemption of Althalus,"David Eddings, Leigh Eddings",Personal,44,2024-06-05 21:04:07,5
9088,Slammerkin,Emma Donoghue,Personal,58,2024-06-05 21:04:07,5
9090,About That Night,Julie James,Personal,37,2024-06-05 21:04:07,12
9091,桜蘭高校ホスト部 3,Bisco Hatori,Personal,36,2024-06-05 21:04:07,9
9092,On the Night You Were Born,Nancy Tillman,Personal,15,2024-06-05 21:04:07,1
9093,UNKNOWN_9162,Rachel Bertsche,Personal,10,2024-06-05 21:04:07,11
9094,Legion: Skin Deep,"Brandon Sanderson, Jon Foster",Personal,78,2024-06-05 21:04:07,3
9096,Insatiable,Meg Cabot,Personal,13,2024-06-05 21:04:07,6
9097,Where I Belong,J.  Daniels,Personal,22,2024-06-05 21:04:07,12
9098,Back on Blossom Street,Debbie Macomber,Personal,12,2024-06-05 21:04:07,1
9099,Le Voyage d’Hector ou la recherche du bonheur,"François Lelord, Lorenza García",Personal,21,2024-06-05 21:04:07,6
9100,"Between, Georgia",Joshilyn Jackson,Personal,61,2024-06-05 21:04:07,7
9101,Faking It ,Jennifer Crusie,Personal,60,2024-06-05 21:04:07,11
9102,アンダーグラウンド [Andāguraundo],"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",Personal,41,2024-06-05 21:04:07,3
9103,The Twentieth Wife,Indu Sundaresan,Personal,74,2024-06-05 21:04:07,3
9104,UNKNOWN_9173,Erica Stevens,Personal,75,2024-06-05 21:04:07,12
9105,"Split Infinity (Apprentice Adept, #1)",Piers Anthony,Personal,23,2024-06-05 21:04:07,4
9106,Sex God: Exploring the Endless Connections Between Sexuality And Spirituality,Rob Bell,Personal,57,2024-06-05 21:04:07,11
9107,A Vintage Affair,Isabel Wolff,Personal,53,2024-06-05 21:04:07,9
9108,The Buddha of Suburbia,Hanif Kureishi,Personal,58,2024-06-05 21:04:07,3
9110,The Voice of the Night ,"Brian Coffey, Dean Koontz",Personal,80,2024-06-05 21:04:07,8
9111,The Girl from Krakow,Alex Rosenberg,Personal,43,2024-06-05 21:04:07,10
9112,Justice: What's the Right Thing to Do?,Michael J. Sandel,Personal,72,2024-06-05 21:04:07,4
9113,13 Hours: The Inside Account of What Really Happened In Benghazi,Mitchell Zuckoff,Personal,60,2024-06-05 21:04:07,10
9114,Succubus Shadows ,Richelle Mead,Personal,50,2024-06-05 21:04:07,10
9115,Roses,Leila Meacham,Personal,66,2024-06-05 21:04:07,9
9116,Crazy For You,Jennifer Crusie,Personal,73,2024-06-05 21:04:07,4
9117,Letter to My Daughter,Maya Angelou,Personal,43,2024-06-05 21:04:07,7
9118,The Post-Birthday World ,Lionel Shriver,Personal,75,2024-06-05 21:04:07,10
9119,The Man Who Walked Between the Towers,Mordicai Gerstein,Personal,24,2024-06-05 21:04:07,7
9120,UNKNOWN_9189,Cassandra Clare,Personal,64,2024-06-05 21:04:07,2
9121,O Homem Duplicado,"José Saramago, Margaret Jull Costa",Personal,31,2024-06-05 21:04:07,1
9122,Thorn Queen,Richelle Mead,Personal,55,2024-06-05 21:04:07,8
9123,Lost & Found,Jacqueline Sheehan,Personal,59,2024-06-05 21:04:07,12
9124,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter,Personal,67,2024-06-05 21:04:07,3
9125,For Love of Evil,Piers Anthony,Personal,55,2024-06-05 21:04:07,1
9126,Blackberry Winter,Sarah Jio,Personal,42,2024-06-05 21:04:07,10
9127,Trouble Is My Business,Raymond Chandler,Personal,42,2024-06-05 21:04:07,5
9128,"An Acceptable Time (Time Quintet, #5)",Madeleine L'Engle,Personal,70,2024-06-05 21:04:07,11
9129,The Third Secret,Steve Berry,Personal,53,2024-06-05 21:04:07,8
9130,"Charlie Bone and the Shadow (The Children of the Red King, # 7)",Jenny Nimmo,Personal,63,2024-06-05 21:04:07,6
9131,Love Bites,Lynsay Sands,Personal,55,2024-06-05 21:04:07,10
9132,Hard Choices,Hillary Rodham Clinton,Personal,34,2024-06-05 21:04:07,9
9133,"Batman: No Man's Land, Vol. 1","Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",Personal,16,2024-06-05 21:04:07,6
9134,UNKNOWN_9203,"Jeffrey D. Sachs, Bono",Personal,43,2024-06-05 21:04:07,11
9135,Half Blood Blues,Esi Edugyan,Personal,58,2024-06-05 21:04:07,10
9136,The Kindness of Strangers,Katrina Kittle,Personal,21,2024-06-05 21:04:07,9
9137,Emmy & Oliver,Robin Benway,Personal,12,2024-06-05 21:04:07,5
9138,The Sculptor,Scott McCloud,Personal,50,2024-06-05 21:04:07,2
9139,Roller Girl,Victoria Jamieson,Personal,28,2024-06-05 21:04:07,8
9140,The Best Nest,P.D. Eastman,Personal,32,2024-06-05 21:04:07,9
9141,Day By Day Armageddon: Beyond Exile ,J.L. Bourne,Personal,32,2024-06-05 21:04:07,12
